X,Y,Z,rho,p,T,U,V,W
-7.430470000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 4.999960000000000E+000,-1.657460000000000E-007, 4.950990000000000E-004
-7.049420000000001E-002, 5.715000000000000E-003, 2.494470000000000E-019, 1.399990000000000E+000, 9.999850000000000E-001, 9.999960000000000E-001, 5.000000000000000E+000,-2.812860000000000E-006, 4.285550000000000E-004
-6.668370000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999890000000000E-001, 9.999970000000000E-001, 5.000030000000000E+000,-2.268180000000000E-006,-8.960990000000000E-005
-6.287320000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-6.594460000000000E-007, 2.003680000000000E-004
-5.906280000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400020000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999990000000000E+000,-3.402910000000000E-007,-1.600990000000000E-004
-5.525220000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999920000000000E-001, 9.999980000000001E-001, 4.999980000000000E+000, 4.445690000000000E-007,-3.974380000000000E-004
-5.144170000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999890000000000E-001, 9.999970000000000E-001, 5.000020000000000E+000, 1.698750000000000E-006, 2.603700000000000E-004
-4.763120000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000030000000000E+000, 2.835140000000000E-006, 1.233480000000000E-004
-4.382070000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400020000000000E+000, 1.000020000000000E+000, 1.000000000000000E+000, 4.999980000000000E+000, 1.211000000000000E-008,-7.297800000000000E-005
-4.001020000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999980000000000E+000,-1.959920000000000E-006, 7.224339999999999E-005
-3.619980000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999910000000000E-001, 9.999970000000000E-001, 4.999990000000000E+000,-2.623580000000000E-006,-1.385240000000000E-004
-3.238920000000000E-002, 5.715000000000000E-003, 1.307470000000000E-019, 1.400000000000000E+000, 9.999950000000000E-001, 9.999990000000000E-001, 5.000030000000000E+000,-1.685540000000000E-006,-1.535760000000000E-004
-2.857870000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 5.000020000000000E+000,-1.461340000000000E-006,-2.201240000000000E-005
-2.476820000000000E-002, 5.715000000000000E-003, 1.307470000000000E-019, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 4.999980000000000E+000, 9.715110000000000E-007, 2.002330000000000E-004
-2.095780000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999880000000000E-001, 9.999970000000000E-001, 5.000000000000000E+000, 2.504970000000000E-006,-4.056680000000000E-004
-1.714720000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999910000000000E-001, 9.999970000000000E-001, 5.000020000000000E+000, 2.637760000000000E-006, 1.143980000000000E-006
-1.333680000000000E-002, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999990000000000E+000, 9.227180000000000E-008,-8.110320000000000E-005
-9.526250000000000E-003, 5.715000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999980000000000E+000,-2.050420000000000E-006, 3.892110000000000E-004
-5.715750000000000E-003, 5.715000000000000E-003,-1.307470000000000E-019, 1.400000000000000E+000, 9.999930000000000E-001, 9.999980000000001E-001, 4.999990000000000E+000,-9.136800000000000E-007,-1.697980000000000E-004
-1.905250000000000E-003, 5.715000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999860000000000E-001, 9.999960000000000E-001, 5.000020000000000E+000, 9.682239999999999E-007, 7.974610000000000E-005
-1.505150000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999990000000000E-001, 1.000000000000000E+000, 5.000000000000000E+000, 8.902620000000000E-008,-8.557300000000000E-005
-1.467040000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-8.404540000000000E-008,-9.534370000000001E-005
-1.428940000000000E-001, 9.525000000000000E-003,-1.307470000000000E-019, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-2.441220000000000E-007, 2.364700000000000E-004
-1.390830000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 4.255680000000000E-007, 1.920370000000000E-004
-1.352730000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 4.999990000000000E+000, 6.605820000000000E-007, 3.169380000000000E-004
-1.314620000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999970000000000E-001, 9.999990000000000E-001, 5.000000000000000E+000,-3.027120000000000E-007,-5.640230000000000E-004
-1.276520000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400000000000000E+000, 9.999980000000001E-001, 9.999990000000000E-001, 5.000000000000000E+000,-9.559039999999999E-007,-4.915450000000000E-004
-1.238410000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-3.131510000000000E-007, 4.608840000000000E-004
-1.200310000000000E-001, 9.525000000000000E-003,-1.307470000000000E-019, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 3.021320000000000E-007,-4.187350000000000E-004
-1.162200000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 5.000030000000000E+000, 1.997390000000000E-006,-1.369140000000000E-004
-1.124100000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.400020000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999990000000000E+000,-1.393220000000000E-007,-3.367590000000000E-005
-1.085990000000000E-001, 9.525000000000000E-003, 1.307470000000000E-019, 1.399990000000000E+000, 9.999830000000000E-001, 9.999950000000000E-001, 4.999960000000000E+000,-1.758890000000000E-006, 5.904430000000000E-005
-1.047890000000000E-001, 9.525000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999810000000000E-001, 9.999950000000000E-001, 5.000020000000000E+000,-4.410950000000000E-007, 2.966120000000000E-004
-1.009780000000000E-001, 9.525000000000000E-003,-1.307470000000000E-019, 1.400020000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 5.000020000000000E+000,-1.369700000000000E-007, 1.466050000000000E-004
-9.716780000000000E-002, 9.525000000000000E-003, 0.000000000000000E+000, 1.400030000000000E+000, 1.000020000000000E+000, 1.000010000000000E+000, 4.999980000000000E+000,-2.470020000000000E-006, 1.208360000000000E-004
-9.335730000000000E-002, 9.525000000000000E-003, 0.000000000000000E+000, 1.400010000000000E+000, 1.000010000000000E+000, 1.000000000000000E+000, 4.999970000000000E+000,-1.643760000000000E-006,-2.409650000000000E-004
-8.954680000000000E-002, 9.525000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999880000000000E-001, 9.999970000000000E-001, 5.000010000000000E+000, 1.072990000000000E-006, 7.626560000000000E-005
-8.573630000000000E-002, 9.525000000000000E-003, 0.000000000000000E+000, 1.399990000000000E+000, 9.999860000000000E-001, 9.999960000000000E-001, 5.000020000000000E+000, 2.982760000000000E-006,-1.093420000000000E-004
-8.192570000000000E-002, 9.525000000000000E-003,-1.307470000000000E-019, 1.400000000000000E+000, 9.999980000000001E-001, 9.999990000000000E-001, 5.000020000000000E+000, 2.399160000000000E-006, 9.649930000000001E-005
