rho,p,T,U,V,W
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.376500000000000E-010, 6.736980000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.173270000000000E-010, 1.105430000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.867200000000000E-011,-4.899620000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.079440000000000E-010, 1.231210000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.177720000000000E-010, 4.890820000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.319540000000000E-010, 2.876300000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.261770000000000E-010, 8.996749999999999E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.329910000000000E-010, 3.095360000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.352660000000000E-010, 1.724960000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.364880000000000E-010,-8.573320000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.236090000000000E-010, 4.654350000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.058830000000000E-010,-7.657700000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.020510000000000E-010, 8.320700000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.029970000000000E-010,-4.969570000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.110630000000000E-010, 7.892330000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.098090000000000E-010,-3.500890000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.976660000000000E-011, 9.163090000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.028800000000000E-011,-1.563300000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.698800000000000E-011, 1.914960000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.065930000000000E-010,-3.227250000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.073960000000000E-010, 1.384100000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.211530000000000E-010, 5.045320000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.202800000000000E-010, 1.272450000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.033620000000000E-010, 5.047760000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-8.957060000000000E-011, 1.138090000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-8.758810000000001E-011, 2.431290000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-8.785710000000000E-011, 2.734060000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.330970000000000E-010,-8.197940000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-7.081870000000000E-009,-1.547040000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.147580000000000E-007,-2.086370000000000E-015
 1.224800000000000E+000, 3.516470000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003,-4.739810000000000E-006, 6.707530000000001E-017
 3.362720000000000E+000, 2.563280000000000E+005, 2.655030000000000E+002, 7.959580000000000E+002, 3.344290000000000E+002, 8.969010000000000E-012
 3.077060000000000E+000, 2.275030000000000E+005, 2.575230000000000E+002, 8.148700000000000E+002, 3.387470000000000E+002, 2.071100000000000E-011
 2.605000000000000E+000, 1.782330000000000E+005, 2.383110000000000E+002, 8.665069999999999E+002, 2.922240000000000E+002, 2.832710000000000E-011
 2.234170000000000E+000, 1.368200000000000E+005, 2.133030000000000E+002, 9.243339999999999E+002, 2.405410000000000E+002, 2.803400000000000E-012
 2.220520000000000E+000, 1.223000000000000E+005, 1.918390000000000E+002, 9.498950000000000E+002, 2.262810000000000E+002,-7.649040000000001E-012
 2.330820000000000E+000, 1.172050000000000E+005, 1.751470000000000E+002, 9.844860000000000E+002, 2.089720000000000E+002,-8.796190000000001E-012
 2.328800000000000E+000, 1.050640000000000E+005, 1.571390000000000E+002, 9.984370000000000E+002, 1.923420000000000E+002,-5.801060000000000E-012
 2.165350000000000E+000, 8.617789999999999E+004, 1.386220000000000E+002, 1.009590000000000E+003, 1.514480000000000E+002,-1.831270000000000E-012
 1.737300000000000E+000, 5.956230000000000E+004, 1.194150000000000E+002, 1.010060000000000E+003, 8.436080000000000E+001,-6.729760000000000E-013
 1.307780000000000E+000, 3.885260000000000E+004, 1.034790000000000E+002, 1.004850000000000E+003, 1.555490000000000E+001, 3.444430000000000E-013
 1.226990000000000E+000, 3.526360000000000E+004, 1.001040000000000E+002, 1.002480000000000E+003, 4.301920000000000E-001,-2.996560000000000E-013
 1.224830000000000E+000, 3.516530000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 5.606300000000000E-003, 1.124480000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 6.955810000000000E-004,-3.591900000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.389480000000000E-004,-1.230440000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.030900000000000E-004, 1.045800000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.584440000000000E-005,-1.356540000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.109860000000000E-005, 1.388680000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.022690000000000E-005,-1.351220000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.212740000000000E-006, 1.583270000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.746280000000000E-006,-1.349920000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.465910000000000E-006, 1.016040000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 7.813380000000000E-007,-5.957650000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.127950000000000E-007, 2.625040000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.161700000000000E-007,-5.932110000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.129540000000000E-007, 1.261310000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.940320000000000E-008, 1.503940000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 3.165020000000000E-008,-2.386590000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.710300000000000E-008, 6.138430000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 9.387370000000000E-009,-1.637050000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.211170000000000E-009, 2.200850000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.909120000000000E-009,-2.445980000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.638420000000000E-009, 2.625210000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 9.125230000000000E-010,-8.886900000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.609600000000000E-010, 8.903869999999999E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.787210000000000E-010, 2.505990000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 7.237940000000000E-012, 8.498730000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-8.829340000000000E-011,-9.151990000000001E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.528180000000000E-010, 5.635000000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.045190000000000E-010,-3.742030000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.498190000000000E-010,-7.225280000000001E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.783950000000000E-010, 2.425030000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.860350000000000E-010,-1.353030000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.987310000000000E-010,-1.574700000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-3.040960000000000E-010,-1.414480000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.911110000000000E-010,-7.706090000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.867410000000000E-010,-7.977430000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.885960000000000E-010,-7.125219999999999E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.742160000000000E-010,-4.831320000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.573090000000000E-010,-1.783090000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.330120000000000E-010,-7.451470000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.173890000000000E-010,-3.803250000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.121620000000000E-010,-5.671030000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.166780000000000E-010,-1.025780000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.198170000000000E-010, 1.547430000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.998330000000000E-010, 2.473080000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.961900000000000E-010,-3.356600000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.948620000000000E-010,-2.315960000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.897730000000000E-010,-4.093890000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.799190000000000E-010,-5.291750000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.811440000000000E-010,-4.530690000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.940030000000000E-010, 2.116130000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.836750000000000E-010, 9.539130000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.546520000000000E-010,-1.874010000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.577780000000000E-010, 4.304700000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.512000000000000E-010, 5.809580000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.363520000000000E-010, 2.602410000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.439950000000000E-010, 8.062840000000001E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.541120000000000E-010, 3.074400000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.417580000000000E-010, 1.148900000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.477050000000000E-010,-9.662289999999999E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.332070000000000E-010, 9.207790000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.385640000000000E-010, 3.146100000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.405390000000000E-010, 2.705180000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.471010000000000E-010,-2.703940000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.543710000000000E-010, 3.094450000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.493790000000000E-010,-9.057840000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.476460000000000E-010,-5.107660000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.216830000000000E-010,-6.151960000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.213630000000000E-010,-3.614570000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.178370000000000E-010,-5.611330000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.172340000000000E-010,-5.716100000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.173800000000000E-010, 3.628080000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.170170000000000E-010,-6.896910000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.138480000000000E-010,-1.176570000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.129940000000000E-010, 3.508350000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.156190000000000E-010, 2.581590000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.164030000000000E-010, 5.691360000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.082790000000000E-010, 9.061820000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.066790000000000E-010, 2.439960000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.070120000000000E-010, 9.220120000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.121500000000000E-010, 4.965290000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.096150000000000E-010, 8.324930000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.911230000000000E-011, 5.097380000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.313390000000000E-011, 7.550809999999999E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-9.270289999999999E-011, 5.224840000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.187760000000000E-010, 1.459810000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-6.750390000000000E-009, 1.396210000000000E-016
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.126590000000000E-007,-5.479300000000000E-016
 1.224800000000000E+000, 3.516470000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003,-4.688060000000000E-006,-6.049630000000000E-019
 3.382070000000000E+000, 2.770450000000000E+005, 2.853200000000000E+002, 7.651740000000000E+002, 3.605740000000000E+002, 1.311290000000000E-011
 2.593020000000000E+000, 1.977640000000000E+005, 2.656470000000000E+002, 8.211470000000000E+002, 3.088130000000000E+002, 8.933980000000000E-011
 1.903750000000000E+000, 1.290640000000000E+005, 2.361360000000000E+002, 8.543440000000001E+002, 2.473270000000000E+002, 8.602080000000000E-011
 1.682070000000000E+000, 1.021760000000000E+005, 2.115770000000000E+002, 9.436810000000000E+002, 1.686180000000000E+002,-3.644820000000000E-012
 1.700140000000000E+000, 9.263439999999999E+004, 1.897810000000000E+002, 9.661609999999999E+002, 1.545750000000000E+002,-2.544200000000000E-011
 1.796970000000000E+000, 8.833910000000001E+004, 1.712290000000000E+002, 9.922070000000000E+002, 1.540030000000000E+002,-2.837620000000000E-011
 1.981900000000000E+000, 8.891170000000000E+004, 1.562580000000000E+002, 1.008840000000000E+003, 1.577880000000000E+002,-1.769610000000000E-011
 2.068370000000000E+000, 8.544060000000001E+004, 1.438800000000000E+002, 1.014170000000000E+003, 1.484630000000000E+002,-9.352670000000000E-012
 1.974630000000000E+000, 7.354270000000000E+004, 1.297230000000000E+002, 1.015300000000000E+003, 1.235980000000000E+002,-4.525650000000000E-012
 1.624820000000000E+000, 5.338690000000000E+004, 1.144440000000000E+002, 1.010070000000000E+003, 6.692010000000001E+001,-5.273940000000000E-013
 1.289730000000000E+000, 3.797270000000000E+004, 1.025500000000000E+002, 1.004080000000000E+003, 1.192270000000000E+001,-9.495700000000000E-013
 1.226770000000000E+000, 3.525590000000000E+004, 1.001000000000000E+002, 1.002440000000000E+003, 4.191820000000000E-001, 7.122210000000000E-013
 1.224890000000000E+000, 3.516920000000000E+004, 1.000070000000000E+002, 1.002350000000000E+003, 3.646630000000000E-002,-3.733220000000000E-013
 1.224840000000000E+000, 3.516630000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 1.692410000000000E-002, 6.326030000000000E-014
 1.224830000000000E+000, 3.516540000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 9.346280000000000E-003, 1.678040000000000E-013
 1.224820000000000E+000, 3.516500000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.015010000000000E-003,-3.188250000000000E-013
 1.224820000000000E+000, 3.516480000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.528410000000000E-003, 3.872920000000000E-013
 1.224810000000000E+000, 3.516470000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.199590000000000E-003,-4.267410000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.502530000000000E-004, 3.788610000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.529860000000000E-004,-2.596010000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.190130000000000E-004, 1.709990000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.800590000000000E-005,-1.259600000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.948840000000000E-005, 6.440160000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.566250000000000E-005, 5.295290000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 8.696540000000000E-006,-6.906310000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.026560000000000E-006, 1.270260000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.997350000000000E-006,-1.345470000000000E-013
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.824660000000000E-006, 9.128230000000001E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.124250000000000E-006,-4.893320000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 6.968560000000000E-007, 3.945120000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.329160000000000E-007,-6.424780000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.691610000000000E-007, 5.492470000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.675880000000000E-007,-4.201890000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.046710000000000E-007, 2.911190000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 6.571790000000000E-008,-1.336490000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.156300000000000E-008, 1.774000000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.650790000000000E-008,-5.270330000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.703640000000000E-008, 1.086280000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.103920000000000E-008, 4.315530000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 7.192800000000000E-009,-1.364420000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 4.718830000000000E-009, 1.693320000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 3.104910000000000E-009,-6.961940000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.070480000000000E-009, 8.790050000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.378710000000000E-009,-1.082540000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 8.951890000000000E-010, 1.131330000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 5.742080000000000E-010,-4.115470000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 3.544380000000000E-010, 1.084020000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 1.940250000000000E-010,-5.376560000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 8.756630000000000E-011, 8.154850000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 2.680780000000000E-012,-4.237410000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-5.906870000000000E-011, 3.175450000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.051630000000000E-010,-9.306040000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.312830000000000E-010,-1.883240000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.519530000000000E-010,-1.860240000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.677330000000000E-010,-2.419390000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.717220000000000E-010,-1.523270000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.847660000000000E-010,-1.124420000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-1.964950000000000E-010,-4.326000000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.079360000000000E-010,-8.042390000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.139050000000000E-010,-2.646420000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.058660000000000E-010,-1.267010000000000E-014
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.025620000000000E-010, 3.753040000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.162200000000000E-010,-6.571970000000000E-015
 1.224810000000000E+000, 3.516460000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003,-2.261350000000000E-010,-6.652450000000000E-016
