X,Y,Z,rho,p,T,U,V,W
 5.905260000000000E-002, 4.143130000000000E-002, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-3.699080000000000E-014, 0.000000000000000E+000
 6.286260000000000E-002, 4.226070000000000E-002,-1.206690000000000E-020, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 1.264060000000000E-013, 0.000000000000000E+000
 6.667260000000000E-002, 4.309020000000000E-002,-1.206700000000000E-020, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 3.312170000000000E-013, 0.000000000000000E+000
 7.048260000000001E-002, 4.391970000000000E-002, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 2.384960000000000E-013, 0.000000000000000E+000
 7.429260000000000E-002, 4.474910000000000E-002, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-1.921460000000000E-011, 0.000000000000000E+000
 7.810250000000001E-002, 4.557860000000000E-002, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-6.554770000000000E-011, 0.000000000000000E+000
 8.191250000000000E-002, 4.640810000000000E-002, 0.000000000000000E+000, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-1.203940000000000E-010, 0.000000000000000E+000
 8.572249999999999E-002, 4.723750000000000E-002,-8.196010000000000E-020, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 2.180500000000000E-009, 0.000000000000000E+000
 8.953250000000000E-002, 4.806700000000000E-002,-8.251590000000000E-020, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000,-7.621700000000001E-009, 0.000000000000000E+000
 9.334249999999999E-002, 4.889650000000000E-002, 2.251060000000000E-019, 1.400010000000000E+000, 1.000000000000000E+000, 1.000000000000000E+000, 5.000000000000000E+000, 1.396130000000000E-008, 0.000000000000000E+000
 9.715240000000000E-002, 4.972590000000000E-002, 8.365450000000000E-020, 1.399890000000000E+000, 9.998520000000000E-001, 9.999370000000000E-001, 5.000040000000000E+000,-1.087080000000000E-004, 0.000000000000000E+000
